 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PY  -0.00,  0.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.00,  0.00
PZ   0.00, -0.00, -0.05,  0.13, -0.00,  0.00,  0.41,  0.00, -0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX  -0.00, -0.00,  0.00, -0.00, -0.00,  0.00, -0.00, -0.00,  0.00
PY   0.00,  0.00,  0.00, -0.00,  0.00, -0.00,  0.00,  0.00,  0.00
PZ  -0.00,  0.00, -0.01,  0.05,  0.00, -0.00,  0.19, -0.00, -0.00
XX  -0.00,  0.00, -0.00,  0.00,  0.00,  0.00, -0.00,  0.00, -0.00
YY   0.00,  0.00, -0.00, -0.00,  0.00, -0.00,  0.00,  0.00, -0.00
ZZ  -0.01, -0.01,  0.00, -0.02, -0.00, -0.00, -0.01,  0.00,  0.00
XY   0.00, -0.00, -0.00, -0.00,  0.00, -0.01,  0.00, -0.00, -0.02
XZ  -0.00, -0.00, -0.00,  0.00, -0.00, -0.00, -0.00, -0.00,  0.00
YZ  -0.00, -0.00, -0.00, -0.00,  0.00, -0.00, -0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00, -0.00,  0.00,  0.00, -0.00, -0.00,  0.00, -0.00,  0.00
PY  -0.00,  0.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.00
PZ  -0.00, -0.00,  0.05,  0.13, -0.00, -0.00, -0.41,  0.00, -0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX  -0.00,  0.00,  0.00,  0.00,  0.00,  0.00, -0.00,  0.00,  0.00
PY  -0.00,  0.00, -0.00, -0.00, -0.00,  0.00,  0.00, -0.00, -0.00
PZ   0.00,  0.00,  0.01,  0.05,  0.00, -0.00, -0.19,  0.00, -0.00
XX   0.00, -0.00,  0.00, -0.00,  0.00, -0.00,  0.00,  0.00, -0.00
YY   0.00, -0.00, -0.00,  0.00,  0.00, -0.00,  0.00,  0.00, -0.00
ZZ  -0.01,  0.01,  0.00,  0.02, -0.00,  0.00, -0.01, -0.00, -0.00
XY   0.00, -0.00,  0.00,  0.00,  0.00,  0.01, -0.00, -0.00, -0.02
XZ  -0.00,  0.00, -0.00, -0.00, -0.00, -0.00,  0.00,  0.00,  0.00
YZ  -0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.00, -0.00, -0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
